Distance_Covered_km,Time_Taken_min,Time_of_Order,Riding_Time_min,Time_of_Delivery,Hour_of_Day,Order_Type,Weather,Traffic,Area_Type,Demand_Surge,Effort_Surcharge_INR,Tip_Amount,Festival_Day,Known_Fees
2.79,16,18:44,3,19:03,18,Regular,Cloudy,High,Suburban,1.0,0.0,0.0,No,65.93
3.57,12,14:06,6,14:24,14,Heavy,Clear,Medium,Urban,1.1,10.0,0.0,No,71.92
4.26,17,18:09,4,18:30,18,Fragile,Clear,High,Semi-Urban,1.0,10.0,0.0,No,89.36
3.94,13,20:30,5,20:48,20,Regular,Rain,Low,Urban,1.41,0.0,6.0,No,95.72
1.55,11,09:54,4,10:09,9,Heavy,Clear,High,Urban,1.0,10.0,0.0,No,50.22
8.0,27,14:59,5,15:31,14,Heavy,Rain,High,Semi-Urban,1.36,15.0,0.0,No,200.0
1.84,10,20:06,4,20:20,20,Heavy,Clear,Medium,Urban,1.1,20.0,5.0,No,60.29
4.12,15,13:26,5,13:46,13,Regular,Clear,Low,Suburban,1.01,0.0,0.0,No,73.72
2.18,14,17:59,3,18:16,17,Heavy,Rain,Low,Suburban,1.16,20.0,6.0,No,85.45
1.62,8,18:48,4,19:00,18,Regular,Cloudy,Low,Urban,1.0,0.0,0.0,No,37.11
3.32,12,10:09,3,10:24,10,Fragile,Clear,Low,Semi-Urban,1.0,5.0,5.0,No,57.35
2.13,12,13:09,7,13:28,13,Heavy,Cloudy,High,Urban,1.02,20.0,0.0,No,65.92
1.73,13,13:12,6,13:31,13,Heavy,Clear,High,Suburban,1.19,10.0,0.0,No,60.81
2.7,12,07:20,4,07:36,7,Regular,Clear,Medium,Urban,1.0,0.0,7.0,No,53.89
4.14,24,06:57,5,07:26,6,Heavy,Cloudy,Jam,Urban,1.0,15.0,14.0,No,93.9
1.71,16,20:12,8,20:36,20,Regular,Clear,Jam,Urban,1.13,0.0,0.0,No,46.7
3.11,16,12:02,5,12:23,12,Regular,Clear,Jam,Suburban,1.16,0.0,5.0,No,76.2
1.75,10,16:49,3,17:02,16,Regular,Clear,Medium,Urban,1.0,0.0,0.0,No,33.72
2.83,21,12:21,6,12:48,12,Fragile,Clear,Jam,Suburban,1.17,10.0,0.0,No,89.82
1.23,8,22:02,2,22:12,22,Regular,Clear,Low,Urban,1.0,0.0,8.74,No,29.13
1.05,12,12:12,7,12:31,12,Regular,Clear,Jam,Urban,1.05,0.0,0.0,No,38.93
1.53,13,14:48,8,15:09,14,Regular,Cloudy,Jam,Urban,1.01,0.0,0.0,No,47.45
2.88,20,21:54,4,22:18,21,Fragile,Clear,Jam,Suburban,1.32,10.0,12.0,Yes,111.59
1.97,15,20:07,8,20:30,20,Heavy,Clear,Jam,Suburban,1.18,20.0,0.0,No,78.4
5.53,20,10:48,3,11:11,10,Fragile,Rain,Medium,Suburban,1.05,5.0,0.0,No,109.35
5.96,23,20:30,7,21:00,20,Regular,Cloudy,Jam,Suburban,1.06,0.0,0.0,No,94.42
1.55,9,15:39,3,15:51,15,Fragile+Heavy,Clear,Low,Urban,1.0,20.0,0.0,No,60.77
5.93,25,16:32,2,16:59,16,Fragile,Heavy Rain,High,Semi-Urban,1.14,5.0,0.0,No,131.83
4.0,14,09:53,4,10:11,9,Heavy,Rain,Low,Urban,1.04,15.0,5.0,No,85.69
0.73,9,08:27,2,08:38,8,Fragile,Clear,Low,Urban,1.14,5.0,0.0,Yes,48.3
3.23,11,19:31,3,19:45,19,Fragile+Heavy,Cloudy,Low,Urban,1.19,30.0,0.0,No,99.66
4.0,13,16:21,2,16:36,16,Heavy,Cloudy,Medium,Semi-Urban,1.0,20.0,5.0,No,82.41
3.34,12,14:57,6,15:15,14,Regular,Clear,Medium,Urban,1.11,0.0,0.0,No,51.13
2.19,19,19:54,5,20:18,19,Regular,Clear,Jam,Suburban,1.12,0.0,7.0,No,66.09
1.98,20,19:34,6,20:00,19,Fragile,Cloudy,Jam,Semi-Urban,1.36,5.0,0.0,Yes,103.14
3.04,10,10:31,2,10:43,10,Fragile,Clear,Low,Urban,1.0,5.0,0.0,No,59.15
2.6,14,18:08,3,18:25,18,Fragile,Rain,High,Semi-Urban,1.16,10.0,9.0,No,81.88
5.61,20,09:29,4,09:53,9,Regular,Clear,High,Semi-Urban,1.04,0.0,0.0,Yes,115.77
1.05,14,19:18,7,19:39,19,Regular,Rain,Medium,Urban,1.46,0.0,0.0,No,61.53
1.28,10,18:06,2,18:18,18,Fragile,Rain,Low,Urban,1.15,5.0,5.0,No,51.71
4.12,14,22:02,4,22:20,22,Heavy,Cloudy,Medium,Semi-Urban,1.0,20.0,0.0,No,93.91
1.89,9,08:08,3,08:20,8,Heavy,Clear,Low,Urban,1.0,10.0,0.0,No,48.05
5.51,15,08:27,4,08:46,8,Regular,Cloudy,Low,Suburban,1.0,0.0,0.0,No,88.06
1.22,16,12:13,6,12:35,12,Regular,Clear,High,Urban,1.31,0.0,5.0,Yes,59.06
2.16,18,12:47,6,13:11,12,Regular,Cloudy,Jam,Urban,1.19,0.0,0.0,No,72.73
3.07,13,12:57,7,13:17,12,Regular,Clear,High,Urban,1.08,0.0,0.0,No,48.57
3.66,14,21:19,7,21:40,21,Regular,Rain,Medium,Suburban,1.21,0.0,11.0,No,90.2
1.72,18,12:34,6,12:58,12,Heavy,Clear,Jam,Urban,1.14,15.0,0.0,No,73.48
2.43,11,12:53,7,13:11,12,Heavy,Cloudy,Medium,Urban,1.18,15.0,8.0,No,70.61
2.28,14,19:06,3,19:23,19,Regular,Rain,Medium,Urban,1.28,0.0,0.0,No,65.81
5.15,18,15:45,2,16:05,15,Fragile,Cloudy,Medium,Suburban,1.0,10.0,0.0,No,99.66
2.88,10,19:02,4,19:16,19,Fragile,Clear,Medium,Urban,1.11,10.0,7.0,No,69.53
2.5,11,08:12,4,08:27,8,Fragile+Heavy,Clear,Medium,Semi-Urban,1.0,25.0,0.0,No,69.81
1.67,12,16:40,4,16:56,16,Heavy,Clear,High,Urban,1.0,20.0,0.0,No,62.16
4.1,13,07:30,4,07:47,7,Regular,Clear,Low,Urban,1.0,0.0,0.0,No,69.48
3.18,11,08:49,2,09:02,8,Regular,Clear,Low,Semi-Urban,1.0,0.0,7.0,No,52.04
2.08,12,21:19,6,21:37,21,Regular,Clear,High,Semi-Urban,1.17,0.0,0.0,No,42.48
3.55,16,09:05,3,09:24,9,Fragile,Cloudy,Medium,Suburban,1.2,10.0,5.0,Yes,99.6
3.01,10,17:17,3,17:30,17,Fragile,Clear,Low,Urban,1.0,10.0,0.0,No,59.8
1.76,14,14:43,4,15:01,14,Regular,Rain,Medium,Urban,1.49,0.0,0.0,No,86.48
2.67,13,13:41,4,13:58,13,Heavy,Clear,High,Urban,1.05,10.0,5.0,No,67.19
5.94,23,21:21,7,21:51,21,Regular,Cloudy,Medium,Semi-Urban,1.44,0.0,0.0,Yes,173.48
3.82,13,06:15,3,06:31,6,Fragile+Heavy,Clear,Medium,Suburban,1.0,20.0,0.0,No,76.12
8.0,24,18:36,2,19:02,18,Regular,Rain,Low,Semi-Urban,1.09,0.0,15.0,No,160.32
4.27,14,22:17,3,22:34,22,Regular,Clear,Medium,Suburban,1.0,0.0,0.0,No,65.29
1.0,8,17:36,4,17:48,17,Regular,Clear,Medium,Urban,1.0,0.0,0.0,No,22.63
1.55,11,22:40,3,22:54,22,Regular,Clear,Medium,Urban,1.0,0.0,0.0,No,32.66
1.75,13,08:59,3,09:15,8,Heavy,Clear,Low,Suburban,1.01,10.0,6.0,Yes,67.67
2.11,11,14:25,5,14:41,14,Regular,Clear,Medium,Urban,1.17,0.0,5.0,No,46.44
2.07,18,12:42,7,13:07,12,Fragile,Cloudy,Jam,Urban,1.08,5.0,0.0,No,70.11
3.29,16,19:11,8,19:35,19,Regular,Clear,Jam,Urban,1.01,0.0,0.0,No,62.08
2.76,12,23:04,3,23:19,23,Regular,Cloudy,Low,Urban,1.0,0.0,10.0,No,53.45
3.53,16,12:20,6,12:42,12,Heavy,Cloudy,High,Suburban,1.11,15.0,9.0,No,91.83
4.05,18,18:58,2,19:18,18,Fragile+Heavy,Rain,Medium,Semi-Urban,1.1,25.0,5.0,No,109.79
3.63,16,11:24,3,11:43,11,Regular,Clear,High,Suburban,1.0,0.0,0.0,No,57.9
1.93,9,17:57,4,18:10,17,Fragile+Heavy,Clear,Low,Urban,1.0,20.0,0.0,No,54.54
2.28,10,15:23,2,15:35,15,Fragile,Clear,Low,Suburban,1.0,5.0,0.0,No,45.44
2.26,10,23:40,3,23:53,23,Regular,Clear,Medium,Urban,1.0,0.0,0.0,No,45.88
3.48,12,18:03,2,18:17,18,Heavy,Clear,Medium,Suburban,1.0,10.0,0.0,No,57.06
3.04,11,13:30,3,13:44,13,Regular,Clear,Low,Urban,1.07,0.0,0.0,No,60.21
1.49,10,09:08,2,09:20,9,Regular,Clear,Low,Urban,1.1,0.0,0.0,Yes,47.85
2.57,17,10:23,2,10:42,10,Fragile,Cloudy,High,Suburban,1.2,5.0,7.0,Yes,105.98
3.88,10,11:01,3,11:14,11,Regular,Clear,Low,Suburban,1.0,0.0,5.0,No,64.62
2.43,13,12:48,3,13:04,12,Regular,Clear,High,Urban,1.03,0.0,0.0,No,47.34
5.16,21,20:33,6,21:00,20,Regular,Clear,High,Suburban,1.02,0.0,0.0,No,84.71
2.94,9,17:17,3,17:29,17,Heavy,Cloudy,Low,Urban,1.0,20.0,0.0,No,80.27
1.11,7,17:06,2,17:15,17,Fragile,Cloudy,Low,Urban,1.0,10.0,0.0,No,37.47
3.2,13,09:58,2,10:13,9,Regular,Cloudy,Medium,Suburban,1.0,0.0,0.0,No,61.69
1.91,20,21:35,5,22:00,21,Heavy,Rain,High,Urban,1.94,15.0,7.0,Yes,167.61
1.83,12,19:37,6,19:55,19,Regular,Cloudy,High,Urban,1.14,0.0,0.0,No,52.08
1.94,11,08:02,4,08:17,8,Fragile,Clear,Low,Urban,1.0,5.0,0.0,No,43.39
3.89,18,19:05,8,19:31,19,Heavy,Clear,Jam,Suburban,1.0,10.0,0.0,No,74.98
2.06,10,17:23,3,17:36,17,Heavy,Rain,Low,Suburban,1.0,10.0,5.0,No,60.88
3.68,15,08:03,3,08:21,8,Regular,Cloudy,Low,Suburban,1.05,0.0,0.0,Yes,94.07
3.61,10,15:32,4,15:46,15,Fragile,Cloudy,Low,Urban,1.0,10.0,0.0,No,64.95
3.4,14,16:23,2,16:39,16,Regular,Cloudy,Medium,Urban,1.02,0.0,0.0,Yes,81.65
2.69,9,10:07,4,10:20,10,Fragile,Clear,Low,Suburban,1.0,10.0,6.0,No,58.29
1.65,13,22:31,3,22:47,22,Regular,Rain,Low,Urban,1.41,0.0,20.0,Yes,73.28
2.11,17,20:48,8,21:13,20,Regular,Clear,Jam,Urban,1.11,0.0,0.0,No,51.55
3.69,16,18:41,2,18:59,18,Regular,Clear,Low,Suburban,1.16,0.0,10.0,Yes,99.09
1.86,9,15:40,3,15:52,15,Regular,Clear,Low,Urban,1.0,0.0,5.0,No,36.81
2.92,16,14:38,5,14:59,14,Fragile,Cloudy,Jam,Urban,1.04,10.0,5.0,No,75.75
1.48,7,18:44,3,18:54,18,Heavy,Clear,Low,Urban,1.0,20.0,0.0,No,49.75
3.67,18,17:30,4,17:52,17,Regular,Clear,High,Urban,1.07,0.0,5.0,Yes,87.92
1.59,8,08:10,2,08:20,8,Regular,Cloudy,Low,Suburban,1.0,0.0,5.0,No,38.57
1.78,7,16:56,4,17:07,16,Regular,Clear,Low,Urban,1.0,0.0,6.0,No,28.79
4.77,18,20:05,7,20:30,20,Fragile,Clear,Jam,Suburban,1.05,5.0,0.0,No,86.51
1.42,13,15:41,2,15:56,15,Regular,Cloudy,Low,Urban,1.1,0.0,5.0,Yes,61.39
3.55,12,08:15,2,08:29,8,Regular,Cloudy,Medium,Urban,1.0,0.0,0.0,No,71.92
1.78,9,20:21,5,20:35,20,Regular,Clear,Medium,Urban,1.15,0.0,0.0,No,34.9
1.45,10,11:33,3,11:46,11,Heavy,Cloudy,Medium,Urban,1.0,10.0,0.0,No,38.28
2.14,12,12:18,3,12:33,12,Regular,Clear,High,Urban,1.09,0.0,5.0,No,40.55
4.88,14,10:27,3,10:44,10,Regular,Clear,Low,Semi-Urban,1.0,0.0,0.0,No,69.06
1.48,15,13:29,6,13:50,13,Fragile,Clear,Jam,Suburban,1.18,10.0,7.0,No,53.9
0.95,16,19:26,5,19:47,19,Regular,Clear,Jam,Urban,1.19,0.0,5.0,No,34.78
1.54,9,16:38,2,16:49,16,Regular,Cloudy,Low,Suburban,1.0,0.0,5.0,No,40.76
2.79,11,11:57,3,12:11,11,Regular,Clear,Low,Suburban,1.0,0.0,5.0,No,54.44
4.86,21,21:36,4,22:01,21,Fragile+Heavy,Clear,Jam,Semi-Urban,1.12,30.0,10.0,No,136.71
3.26,18,21:10,8,21:36,21,Regular,Clear,Jam,Suburban,1.01,0.0,0.0,No,61.95
3.97,19,21:01,5,21:25,21,Regular,Rain,High,Semi-Urban,1.25,0.0,6.0,No,102.03
2.78,14,11:03,2,11:19,11,Regular,Clear,Low,Suburban,1.14,0.0,7.0,Yes,75.75
2.74,17,15:51,3,16:11,15,Heavy,Heavy Rain,Medium,Urban,1.03,10.0,0.0,No,84.04
1.56,15,23:50,4,00:09,23,Regular,Heavy Rain,Low,Urban,1.06,0.0,0.0,No,69.78
5.38,19,19:08,6,19:33,19,Fragile,Cloudy,High,Urban,1.18,10.0,0.0,No,117.92
6.28,21,07:23,3,07:47,7,Heavy,Rain,Low,Suburban,1.08,15.0,0.0,No,130.86
2.1,12,08:13,2,08:27,8,Fragile+Heavy,Clear,High,Urban,1.0,25.0,5.0,No,71.34
3.62,15,15:08,2,15:25,15,Fragile,Clear,Low,Semi-Urban,1.04,5.0,10.0,Yes,90.33
2.42,17,21:52,6,22:15,21,Regular,Heavy Rain,High,Urban,1.44,0.0,7.0,No,112.94
2.88,12,17:11,4,17:27,17,Regular,Clear,Medium,Urban,1.0,0.0,0.0,No,45.57
2.8,11,16:28,3,16:42,16,Regular,Clear,Low,Suburban,1.0,0.0,5.0,No,56.71
3.43,14,09:29,3,09:46,9,Fragile,Clear,Medium,Suburban,1.0,10.0,0.0,No,69.65
3.49,14,18:10,2,18:26,18,Fragile,Cloudy,Medium,Semi-Urban,1.0,5.0,0.0,No,73.26
2.81,18,20:40,6,21:04,20,Heavy,Clear,Jam,Urban,1.11,10.0,0.0,No,74.25
1.51,12,13:52,7,14:11,13,Regular,Clear,High,Urban,1.17,0.0,0.0,No,36.85
4.34,24,19:14,8,19:46,19,Fragile,Rain,Jam,Suburban,1.94,10.0,0.0,Yes,200.0
2.88,10,22:48,3,23:01,22,Heavy,Clear,Medium,Semi-Urban,1.0,15.0,0.0,No,58.57
2.69,11,11:42,4,11:57,11,Heavy,Cloudy,Low,Suburban,1.0,10.0,0.0,No,65.18
2.28,13,17:47,4,18:04,17,Fragile,Clear,High,Urban,1.0,10.0,0.0,No,53.78
2.01,13,12:56,4,13:13,12,Fragile,Clear,High,Urban,1.08,10.0,0.0,No,64.14
3.06,15,20:31,5,20:51,20,Regular,Clear,High,Semi-Urban,1.1,0.0,9.0,No,58.51
1.79,9,17:02,4,17:15,17,Regular,Clear,Medium,Urban,1.0,0.0,0.0,No,38.54
2.53,14,18:20,2,18:36,18,Regular,Cloudy,High,Urban,1.0,0.0,7.0,No,52.95
2.69,12,20:59,7,21:18,20,Regular,Cloudy,Medium,Semi-Urban,1.1,0.0,5.0,No,54.48
2.26,18,14:17,8,14:43,14,Regular,Clear,Jam,Urban,1.4,0.0,0.0,Yes,83.9
4.33,15,21:47,5,22:07,21,Fragile,Rain,Medium,Semi-Urban,1.45,5.0,9.0,No,125.99
1.49,8,17:10,2,17:20,17,Fragile,Clear,Low,Urban,1.0,10.0,0.0,No,37.85
2.53,10,10:58,3,11:11,10,Regular,Clear,Medium,Semi-Urban,1.0,0.0,11.0,No,49.45
2.94,17,19:27,3,19:47,19,Regular,Rain,High,Urban,1.38,0.0,5.0,No,97.66
2.24,21,20:37,5,21:03,20,Regular,Clear,Jam,Suburban,1.23,0.0,9.0,Yes,87.04
3.43,18,12:20,5,12:43,12,Regular,Cloudy,Jam,Suburban,1.09,0.0,0.0,No,69.66
0.8,8,20:01,6,20:15,20,Regular,Clear,Medium,Urban,1.09,0.0,0.0,No,22.25
3.02,9,21:40,5,21:54,21,Fragile+Heavy,Clear,Low,Urban,1.08,25.0,0.0,No,86.95
1.7,14,12:13,5,12:32,12,Regular,Cloudy,Jam,Urban,1.09,0.0,0.0,No,52.12
2.03,10,23:53,2,00:05,23,Regular,Clear,Medium,Urban,1.0,0.0,0.0,No,37.62
3.83,14,09:14,3,09:31,9,Regular,Clear,Medium,Urban,1.0,0.0,0.0,No,57.86
1.83,8,11:34,4,11:46,11,Fragile,Clear,Medium,Urban,1.0,5.0,0.0,No,43.21
1.76,12,10:36,3,10:51,10,Fragile,Clear,High,Suburban,1.0,5.0,0.0,No,44.61
2.67,16,21:08,4,21:28,21,Regular,Rain,High,Urban,1.22,0.0,8.0,No,76.11
5.69,19,18:36,4,18:59,18,Heavy,Rain,Medium,Suburban,1.17,10.0,0.0,No,129.4
6.0,15,10:50,3,11:08,10,Heavy,Cloudy,Low,Semi-Urban,1.0,20.0,0.0,No,114.7
3.33,16,15:13,2,15:31,15,Regular,Clear,Low,Semi-Urban,1.16,0.0,5.0,Yes,70.47
4.59,14,18:03,2,18:19,18,Regular,Clear,Low,Suburban,1.0,0.0,7.0,No,66.78
1.94,9,08:26,2,08:37,8,Regular,Cloudy,Medium,Urban,1.0,0.0,5.0,No,35.7
2.32,12,21:37,6,21:55,21,Regular,Clear,High,Urban,1.15,0.0,0.0,No,59.61
3.66,14,20:15,5,20:34,20,Heavy,Clear,Medium,Urban,1.19,10.0,0.0,No,76.97
1.7,14,16:39,4,16:57,16,Regular,Rain,Medium,Urban,1.06,0.0,0.0,No,52.1
1.37,8,22:35,3,22:46,22,Regular,Clear,Low,Urban,1.0,0.0,0.0,No,30.61
1.29,14,14:45,6,15:05,14,Regular,Cloudy,Jam,Urban,1.06,0.0,0.0,No,42.62
8.0,20,23:09,4,23:33,23,Regular,Clear,Low,Suburban,1.0,0.0,12.0,No,115.87
4.63,17,18:01,4,18:22,18,Heavy,Cloudy,Medium,Suburban,1.0,20.0,0.0,No,95.26
0.73,11,18:08,4,18:23,18,Regular,Clear,Low,Urban,1.1,0.0,5.0,Yes,45.61
3.77,16,10:32,3,10:51,10,Regular,Rain,Medium,Urban,1.08,0.0,0.0,No,89.7
1.83,9,21:49,4,22:02,21,Fragile,Clear,Medium,Urban,1.05,5.0,5.0,No,46.71
2.88,18,14:00,7,14:25,14,Regular,Rain,Jam,Semi-Urban,1.26,0.0,0.0,No,95.49
1.47,8,10:32,3,10:43,10,Regular,Clear,Medium,Urban,1.0,0.0,0.0,No,25.55
1.54,16,02:14,4,02:34,2,Regular,Cloudy,Jam,Semi-Urban,1.0,0.0,0.0,No,44.52
2.51,19,17:26,4,17:49,17,Regular,Rain,Jam,Urban,1.11,0.0,5.0,No,77.91
3.98,12,17:28,3,17:43,17,Regular,Clear,Low,Suburban,1.0,0.0,0.0,No,53.48
1.98,13,19:53,6,20:12,19,Regular,Clear,High,Urban,1.2,0.0,5.0,No,47.73
2.62,21,21:16,8,21:45,21,Regular,Rain,Jam,Urban,1.27,0.0,0.0,No,93.32
1.79,12,08:46,3,09:01,8,Fragile,Clear,High,Semi-Urban,1.0,5.0,0.0,No,41.43
1.48,7,19:34,6,19:47,19,Regular,Cloudy,Low,Urban,1.15,0.0,9.0,No,38.88
2.08,9,10:32,3,10:44,10,Fragile+Heavy,Clear,Low,Urban,1.0,20.0,0.0,No,57.42
1.46,12,20:25,5,20:42,20,Regular,Cloudy,High,Urban,1.04,0.0,6.0,No,46.44
1.71,13,20:25,5,20:43,20,Fragile,Clear,High,Urban,1.06,10.0,0.0,No,53.93
5.77,18,17:36,4,17:58,17,Heavy,Cloudy,Medium,Urban,1.0,15.0,0.0,No,107.16
1.71,15,19:46,5,20:06,19,Regular,Clear,Jam,Urban,1.04,0.0,0.0,No,47.34
5.44,20,12:24,5,12:49,12,Fragile,Clear,High,Semi-Urban,1.03,10.0,15.0,No,114.77
1.7,8,15:13,2,15:23,15,Heavy,Clear,Low,Urban,1.0,15.0,5.0,No,47.81
4.79,15,20:11,5,20:31,20,Regular,Cloudy,Low,Urban,1.18,0.0,0.0,No,108.57
1.17,7,15:18,2,15:27,15,Fragile+Heavy,Clear,Medium,Suburban,1.0,20.0,5.0,No,41.57
3.16,12,13:58,6,14:16,13,Regular,Clear,High,Suburban,1.07,0.0,0.0,No,62.58
2.5,13,16:31,4,16:48,16,Regular,Cloudy,High,Suburban,1.0,0.0,0.0,No,50.9
3.19,14,20:09,5,20:28,20,Heavy,Clear,Medium,Semi-Urban,1.21,10.0,7.0,Yes,97.48
3.45,17,13:37,6,14:00,13,Regular,Rain,High,Semi-Urban,1.28,0.0,5.0,No,75.34
2.59,13,10:44,3,11:00,10,Fragile,Cloudy,Medium,Suburban,1.0,10.0,0.0,No,72.22
3.78,15,19:18,4,19:37,19,Heavy,Cloudy,Medium,Suburban,1.11,10.0,0.0,No,88.26
2.45,10,20:40,5,20:55,20,Fragile+Heavy,Clear,Low,Urban,1.07,20.0,0.0,No,69.78
1.94,10,09:10,4,09:24,9,Regular,Cloudy,Medium,Urban,1.0,0.0,0.0,No,41.86
4.84,18,12:43,5,13:06,12,Fragile+Heavy,Clear,Jam,Semi-Urban,1.11,25.0,9.0,No,121.8
3.91,16,09:21,4,09:41,9,Regular,Rain,Medium,Suburban,1.07,0.0,7.0,No,79.71
2.78,11,13:46,4,14:01,13,Regular,Clear,Medium,Suburban,1.06,0.0,5.0,No,50.12
4.84,14,15:48,2,16:04,15,Regular,Clear,Low,Urban,1.0,0.0,10.0,No,64.6
2.93,16,19:26,3,19:45,19,Fragile,Clear,High,Urban,1.19,5.0,9.0,No,63.25
3.23,16,18:05,2,18:23,18,Regular,Heavy Rain,Low,Urban,1.16,0.0,0.0,No,94.01
2.37,9,18:49,2,19:00,18,Fragile,Cloudy,Low,Urban,1.0,10.0,5.0,No,62.66
2.08,15,13:14,6,13:35,13,Regular,Clear,Jam,Urban,1.12,0.0,0.0,No,50.4
2.05,19,20:37,6,21:02,20,Regular,Heavy Rain,High,Semi-Urban,1.26,0.0,0.0,No,87.44
2.65,10,15:09,3,15:22,15,Fragile+Heavy,Clear,Low,Urban,1.0,20.0,7.0,No,65.82
3.27,15,23:29,4,23:48,23,Regular,Cloudy,High,Semi-Urban,1.0,0.0,0.0,No,59.87
2.77,11,18:17,4,18:32,18,Regular,Cloudy,Low,Suburban,1.0,0.0,0.0,No,51.74
2.8,13,09:36,3,09:52,9,Heavy,Rain,Low,Urban,1.05,10.0,8.0,No,72.71
3.39,11,19:35,5,19:51,19,Regular,Clear,Low,Urban,1.15,0.0,0.0,No,70.21
3.27,14,13:13,5,13:32,13,Heavy,Clear,High,Semi-Urban,1.13,15.0,0.0,No,73.77
1.46,13,19:05,7,19:25,19,Regular,Cloudy,Jam,Semi-Urban,1.18,0.0,0.0,No,49.46
3.09,18,08:13,3,08:34,8,Regular,Clear,Jam,Urban,1.0,0.0,5.0,No,64.9
3.41,18,10:08,2,10:28,10,Regular,Clear,Medium,Urban,1.04,0.0,10.0,Yes,75.79
2.77,19,20:58,6,21:23,20,Regular,Cloudy,Jam,Urban,1.14,0.0,0.0,No,65.43
1.59,10,11:16,2,11:28,11,Fragile,Cloudy,Low,Urban,1.04,5.0,5.0,Yes,63.59
1.95,17,20:09,7,20:33,20,Regular,Clear,Jam,Urban,1.12,0.0,5.0,No,51.77
3.06,13,12:10,3,12:26,12,Heavy,Clear,Medium,Suburban,1.01,20.0,0.0,No,67.38
2.77,9,18:50,4,19:03,18,Regular,Clear,Low,Urban,1.0,0.0,0.0,No,40.67
2.47,14,19:12,4,19:30,19,Regular,Cloudy,High,Suburban,1.18,0.0,0.0,No,63.12
1.72,10,16:17,2,16:29,16,Fragile,Cloudy,Medium,Urban,1.0,10.0,0.0,No,48.31
3.76,19,12:24,5,12:48,12,Fragile,Rain,High,Urban,1.26,5.0,0.0,No,108.79
2.74,19,11:33,5,11:57,11,Heavy,Cloudy,Jam,Urban,1.0,15.0,0.0,No,76.75
2.63,11,07:07,2,07:20,7,Fragile,Cloudy,Low,Urban,1.0,10.0,0.0,No,66.54
3.15,16,12:04,4,12:24,12,Regular,Clear,Jam,Urban,1.18,0.0,0.0,No,63.65
5.2,18,18:55,2,19:15,18,Fragile,Clear,High,Suburban,1.0,10.0,9.0,No,84.24
3.14,16,22:28,2,22:46,22,Regular,Cloudy,High,Suburban,1.0,0.0,0.0,No,63.32
2.71,12,21:54,5,22:11,21,Regular,Clear,High,Urban,1.19,0.0,0.0,No,52.06
2.04,20,19:34,6,20:00,19,Heavy,Heavy Rain,High,Suburban,1.26,10.0,0.0,No,110.04
4.66,30,20:40,4,21:14,20,Regular,Rain,Jam,Semi-Urban,1.52,0.0,0.0,Yes,167.89
1.85,10,18:12,3,18:25,18,Fragile,Clear,Low,Urban,1.0,10.0,0.0,No,41.38
4.21,13,12:51,3,13:07,12,Regular,Clear,Medium,Semi-Urban,1.1,0.0,9.0,No,72.24
5.46,19,21:53,4,22:16,21,Regular,Clear,High,Semi-Urban,1.19,0.0,0.0,No,97.46
0.73,11,18:13,4,18:28,18,Regular,Cloudy,High,Urban,1.0,0.0,5.0,No,33.38
3.98,18,17:59,5,18:22,17,Fragile,Cloudy,Jam,Suburban,1.0,10.0,7.0,No,84.89
1.83,15,09:02,2,09:19,9,Regular,Clear,High,Suburban,1.02,0.0,0.0,Yes,67.2
2.39,11,15:53,3,16:07,15,Regular,Rain,Low,Suburban,1.1,0.0,0.0,No,55.83
2.31,16,15:51,2,16:09,15,Heavy,Cloudy,High,Urban,1.16,10.0,6.0,Yes,88.53
1.36,12,21:33,6,21:51,21,Regular,Clear,High,Suburban,1.1,0.0,0.0,No,39.34
4.02,18,17:54,4,18:16,17,Regular,Clear,Medium,Suburban,1.01,0.0,12.0,Yes,86.96
5.42,17,13:12,6,13:35,13,Heavy,Clear,Medium,Suburban,1.09,10.0,0.0,No,100.71
2.78,9,23:36,4,23:49,23,Heavy,Clear,Low,Urban,1.0,20.0,0.0,No,69.77
2.93,11,09:31,4,09:46,9,Regular,Clear,Low,Urban,1.0,0.0,0.0,No,45.35
1.58,9,14:07,6,14:22,14,Heavy,Clear,High,Urban,1.09,10.0,0.0,No,45.86
1.5,13,07:52,4,08:09,7,Regular,Rain,High,Urban,1.19,0.0,0.0,No,53.04
1.41,12,19:38,6,19:56,19,Regular,Clear,High,Urban,1.32,0.0,0.0,Yes,76.73
1.3,7,21:06,6,21:20,21,Heavy,Clear,Low,Urban,1.1,15.0,0.0,No,47.29
2.78,14,12:58,5,13:17,12,Heavy,Clear,High,Urban,1.04,20.0,0.0,No,79.13
2.23,12,20:43,5,21:00,20,Regular,Cloudy,Low,Urban,1.19,0.0,0.0,No,63.94
2.43,16,12:46,5,13:07,12,Regular,Cloudy,Jam,Urban,1.01,0.0,0.0,No,58.76
3.57,21,21:42,5,22:08,21,Regular,Rain,Jam,Urban,1.32,0.0,12.0,No,107.56
1.74,15,19:31,6,19:52,19,Regular,Cloudy,Jam,Urban,1.02,0.0,0.0,No,44.34
1.93,19,20:48,5,21:12,20,Heavy,Cloudy,Jam,Urban,1.48,15.0,13.0,Yes,121.25
2.7,14,05:38,3,05:55,5,Regular,Clear,Medium,Suburban,1.0,0.0,0.0,No,58.48
2.2,15,22:34,2,22:51,22,Regular,Cloudy,High,Urban,1.11,0.0,10.0,Yes,75.5
